LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(pixel),(pixel),(pixel),(frame),,(pixel),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(pixel),(pixel),(pixel),(pixel),(radians),,(pixel^2),(pixel),,,
ID2287,2287,0,448.0,75.8165548098434,1085.3303504847129,0.0,85.0,85,11.928307471060362,1,,253.85650224215246,255.0,0.0,255.0,113220.0,17.05686564087902,0.9851299627915662,14.771467487132197,0.002017561880779706,-0.04197639632654177,12.365355477148276,11.799125869219447,-1.4471452227959354,1.047989114973844,447.00000000000006,76.99500360771717,0.9475285396363844,0.9878453038674034,3.641738706525342
ID2285,2285,0,461.0,75.84448040273283,1113.1947141316073,0.0,86.0,86,12.146465833574265,1,,249.51612903225808,255.0,0.0,255.0,116025.0,37.03057127727372,0.9868574456809751,6.693540905416281,3.529173857419564E-4,0.03903593948952012,12.614043758831514,11.882309482179371,-1.4331488357147757,1.0615818227718752,463.5,80.28125210441759,0.9037146608467187,0.9768177028451003,3.7289732513210763
ID2286,2286,0,475.0,76.12323446327683,1141.76447740113,0.0,87.0,87,12.257335203001883,1,,253.38266384778012,255.0,0.0,255.0,119850.0,20.265072745918026,0.9915075453574281,12.450098676503632,-0.04506833715372103,0.24548622447093488,12.781363945237135,12.318715745002873,1.7030321692514552,1.0375565286033925,472.00000000000006,80.88393226634295,0.9066242871588006,0.977225672877847,3.7229847520101265
ID2289,2289,0,487.0,76.22313483915126,1170.6344969199179,0.0,88.0,88,12.450578884995915,1,,249.77459016393442,255.0,0.0,255.0,121890.0,36.164272842431956,0.9930365098073909,6.882535736581895,-3.711365410803441E-4,-0.07331893519351279,12.840378377168282,12.300321248455242,-1.3826663957497378,1.0439059369104577,487.0000000000001,81.60140182196223,0.9190594103553582,0.9769307923771317,3.69771247876087
ID2290,2290,0,480.0,76.47222222222221,1199.565625,0.0,89.0,89,12.360774464742066,1,,251.82572614107883,255.0,0.0,255.0,121380.0,28.302397399090925,0.9971911585596821,8.885168133583251,-0.01388204933888689,-0.014951207690404169,12.786381026113991,12.070878605493796,1.6063095606304052,1.0592750904059751,480.0,82.32365357655291,0.8900242268621833,0.9726443768996961,3.757543506676573
ID2294,2294,0,481.0,76.46470999301188,1229.1568832983928,0.0,90.0,90,12.322086499845232,1,,253.39622641509433,255.0,0.0,255.0,120870.0,20.18028580843127,0.9902029391182645,12.49481049742222,-0.04127918168510731,0.05833353585843999,12.885260614159773,12.036958419706433,1.490567928259654,1.0704747964456314,476.9999999999999,82.13524134815464,0.8885240097288782,0.9646107178968653,3.7607143572147343
ID2295,2295,0,492.0,76.69289340101523,1258.8204737732658,0.0,91.0,91,12.520687638684903,1,,252.9226069246436,255.0,0.0,255.0,124185.0,22.945412553965866,0.9891412296700418,10.962622514332121,0.01380299721801858,0.09687782914235318,13.507320921393388,11.898170615342124,1.561696169229969,1.135243505751745,492.5,83.418762073381,0.8893825773066206,0.9781529294935452,3.758898711668005
ID2292,2292,0,485.0,76.56465067778936,1289.1367744177965,0.0,92.0,92,12.354334883963913,1,,253.93305439330544,255.0,0.0,255.0,121380.0,16.47727981131173,0.9847590668769131,15.292761269852397,0.004943816834303596,0.12538288381780974,13.010953167883914,12.033618446209799,-1.4284885596288306,1.0812170276166555,479.5,79.70613302490918,0.9484512127581717,0.9876416065911432,3.639966895821838
ID2293,2293,0,480.0,76.54548611111112,1319.5489583333333,0.0,93.0,93,12.360774464742066,1,,252.87941787941787,255.0,0.0,255.0,121635.0,23.18121573588782,0.9930217544266886,10.870611968061219,0.03366666076150375,0.08023766569094029,12.89031132684065,12.22487917049911,1.6694796803635412,1.0544326162296433,480.0,82.1168929070732,0.8945118218343993,0.9716599190283399,3.7481062164533303
ID2300,2300,0,486.0,76.69161469161469,1350.4844074844075,0.0,94.0,94,12.373643572303322,1,,252.3326359832636,255.0,0.0,255.0,120615.0,25.970637785762605,0.9833322436526097,9.634420838130149,0.020780169532764476,-0.013141061880696248,13.03948384852718,11.95801052689317,1.5096879199664612,1.090439234787577,481.0,84.68817877264503,0.8427705547580958,0.962962962962963,3.8614485728444476
ID2291,2291,0,483.0,76.70560747663552,1381.5325372101072,0.0,95.0,95,12.38007310953757,1,,252.35477178423236,255.0,0.0,255.0,121635.0,25.863560686060573,0.9916406339764005,9.716202065267757,0.016681179972122852,-0.03505795824518082,12.963301950157287,12.003844728574302,1.416366077384943,1.0799291596382503,481.5,81.08964783514985,0.9201853757012474,0.9806517311608962,3.6954494724996256
ID2298,2298,0,485.0,76.48686030428769,1413.0435684647302,0.0,96.0,96,12.386499309352384,1,,253.40625,255.0,0.0,255.0,121635.0,20.11738937904158,0.9875515443865246,12.517484665922217,-0.012339127955077607,-0.023276328342706053,13.15316212556782,11.993473754927638,1.5033544806858172,1.096693284559339,482.0,81.81352172895305,0.9049127909690868,0.9757085020242915,3.726503800632486
ID2299,2299,0,484.0,76.53696098562628,1444.6351813826147,0.0,97.0,97,12.450578884995911,1,,251.3347022587269,255.0,0.0,255.0,122400.0,30.382758658950237,0.990324809951624,8.232068034127975,0.0026459094987768966,0.036127510251487346,13.34987495217128,11.790010854767605,1.3210435225379944,1.1323038728817543,486.99999999999994,80.99396548149376,0.9328965778769404,0.9818548387096774,3.6701869107430114
ID2301,2301,0,481.0,76.25616631430584,1476.993305144468,0.0,98.0,98,12.27031279816994,1,,252.29299363057325,255.0,0.0,255.0,118830.0,26.161266108951597,0.9788574019293181,9.54072453287988,-0.05523355679056227,0.058995068029118976,13.220963446902827,11.74352148860471,1.3267868765493713,1.125809107577463,473.0,79.90510121976327,0.9309406465373922,0.9813278008298753,3.674040468409515
ID2296,2296,0,460.0,76.2733918128655,1509.5204678362575,0.0,99.0,99,12.047792665040703,1,,253.32236842105263,255.0,0.0,255.0,115515.0,20.637723479643128,0.9824945295404814,12.166338334916546,-0.020498445282434247,0.19752983454614048,12.946422695085554,11.59696736987225,1.3857379256333884,1.1163627767651614,456.0,78.30832449159797,0.9344559703752244,0.9891540130151844,3.6671232823782964
ID2297,2297,0,470.0,76.25770609318997,1541.9612903225807,0.0,100.0,100,12.166104433032896,1,,252.81115879828326,255.0,0.0,255.0,117810.0,23.548959841615993,0.9913608513083861,10.688981012227229,-0.01128633369068559,0.11237328303185032,12.988932845502632,11.680294559084082,1.4727760736035755,1.112038123679063,465.0,79.46754027731028,0.9253015198189217,0.9810126582278481,3.6852189376976567
ID2304,2304,0,465.0,75.81744312026002,1575.0619357168655,0.0,101.0,101,12.120231535487239,1,,253.8913043478261,255.0,0.0,255.0,116790.0,16.795875960346887,0.9898952019468995,15.03952701472758,0.014905859533744906,-0.006008597047405985,12.764752584163071,11.683478820484588,1.517912524748246,1.0925472438724921,461.4999999999999,79.45370672732608,0.9186566927134494,0.9808714133900104,3.698522885356216
ID2302,2302,0,458.0,75.79851287631483,1608.265324628219,0.0,102.0,102,12.09394032982848,1,,251.68112798264642,255.0,0.0,255.0,116025.0,28.932910620705705,0.9970643463752875,8.685996508314485,-0.04151214055184198,-0.01565591084713017,12.892340960076705,11.510377198080983,1.3947069897504982,1.1200624217793769,459.49999999999994,78.59152067613321,0.9348544412785343,0.9839400428265523,3.666341664617865
ID2303,2303,0,448.0,75.46962962962964,1641.7522222222221,0.0,103.0,103,11.968268412042981,1,,252.7433628318584,255.0,0.0,255.0,114240.0,23.908465046117197,0.988113396097407,10.508087877500447,-0.001400720220677418,-0.03321337265423892,12.871061745819668,11.418845110329704,1.4758253881354484,1.1271771901149847,450.0,77.87881758908158,0.9323600994677244,0.9846827133479211,3.6712426685353168
ID2305,2305,0,454.0,75.296711509716,1675.3811659192825,0.0,104.0,104,11.914957374576321,1,,253.84615384615384,255.0,0.0,255.0,112200.0,17.133697186476233,0.9836181016270709,14.69325263252628,0.05202938049851248,-0.022463026510885803,12.900403686183733,11.249254970817898,1.5557815269378137,1.146778495078042,446.0000000000001,78.32584422152173,0.9135546944423507,0.9748633879781423,3.7088362167924362
ID2308,2308,0,431.0,74.90693641618498,1709.4533718689788,0.0,105.0,105,11.733244469220331,1,,253.81944444444446,255.0,0.0,255.0,109650.0,17.330412404850335,0.9907513955865747,14.577855840423734,0.10033167521495637,0.18450622864386873,12.668469287924932,11.23768887782044,1.4080594366090455,1.1273198097634103,432.5,79.16545402814322,0.8672105689238513,0.956858407079646,3.8066473989078227
ID2306,2306,0,431.0,74.63949903660885,1743.61021194605,0.0,106.0,106,11.733244469220333,1,,251.45833333333334,255.0,0.0,255.0,108630.0,29.877213923539138,0.9968786070784087,8.40323566956534,0.0445431878917701,0.013987592827650058,12.454781816407907,11.154211287365802,1.4750346539934913,1.1165990580181353,432.5000000000001,78.45691962817037,0.8829446310308184,0.9762979683972913,3.7725777322356073
ID2307,2307,0,399.0,74.39139515455305,1777.921470342523,0.0,107.0,107,11.269678104867612,1,,253.08270676691728,255.0,0.0,255.0,100980.0,22.055678212168793,0.9882845188284518,11.407106880890705,-0.07578971107095192,-0.019115883623624312,11.92275797771579,10.909731960356735,1.2857784430348862,1.0928552618011276,398.9999999999999,73.57873020941476,0.9261432852284787,0.9791411042944782,3.6835438216192142
ID2309,2309,0,287.0,72.717568353694,1810.6407795229784,0.0,108.0,108,9.549648286280286,1,,251.44599303135888,255.0,0.0,255.0,72165.0,29.946041970388205,0.9929454996835307,8.366913427928047,0.11893735531239849,0.33511194430569236,10.504968945988603,9.115185027369469,2.3760307980692112,1.1524690847685632,286.49999999999994,67.41183170048978,0.7922499758170728,0.8995290423861853,3.9826653415007747
ID2311,2311,0,69.0,68.38489208633094,1837.9052757793766,0.0,109.0,109,4.703460118867115,1,,255.0,255.0,255.0,255.0,17595.0,0.0,0.9809976247030878,Infinity,-0.02420239293555583,0.36785697214168656,5.437945907375588,4.688847706085344,1.9226366778022046,1.15976168309285,69.5,31.28286725563425,0.8924452142754846,0.9928571428571429,3.752443393394206
ID2319,2319,1,420.0,72.00059453032105,1715.9042806183115,0.0,117.0,117,11.569326131641548,1,,251.97149643705464,255.0,0.0,255.0,106080.0,27.65706910225249,0.9967962011011632,9.095946316244138,0.04151952350782965,0.05228569654190247,11.933794057803542,11.406954090649313,0.79748911195534,1.0461858584655914,420.5,77.33381400255271,0.8835619501405934,0.9711316397228638,3.7712596066361526
ID2321,2321,1,419.0,71.78349282296651,1701.219298245614,0.0,118.0,118,11.534883286137944,1,,253.78281622911695,255.0,0.0,255.0,106335.0,17.596571292057927,0.990430731283972,14.35295071655972,0.06988106881868332,0.11436562396476857,11.871861781391832,11.532594385975804,1.22973321784132,1.0294181329943064,418.00000000000006,74.6016006771981,0.9438214732298842,0.9858490566037735,3.6488835624930367
ID2323,2323,1,421.0,71.49171597633136,1686.633727810651,0.0,119.0,119,11.596806754993013,1,,250.78014184397162,255.0,0.0,255.0,106080.0,32.5693773974212,0.99041935155091,7.6628127767654695,0.01426430585806531,0.008723776680757486,11.874158537765824,11.512432076073667,1.4973797411267167,1.0314205077868763,422.5,75.36424619850828,0.9347723505946514,0.9814169570267133,3.666502648138038
ID2316,2316,1,429.0,71.27881619937695,1672.8496884735202,0.0,120.0,120,11.67204486311899,1,,251.42523364485982,255.0,0.0,255.0,107610.0,30.01485219694193,0.9890023566378633,8.330377410768888,0.1351896780041371,-0.1771038737392686,12.207710032375722,11.611131796481146,1.0250061115498144,1.0513798522272717,427.9999999999999,76.48367930228298,0.9194245362864523,0.9839080459770111,3.696978179899177
ID2320,2320,1,437.0,70.93577981651376,1658.9365443425077,0.0,121.0,121,11.780624362746345,1,,249.7362385321101,255.0,0.0,255.0,108885.0,36.29840145402698,0.9922239502332815,6.853234796165119,-0.017222230435303878,-2.2825063137407308E-4,12.141090778070842,11.667400680012216,1.0539525126322764,1.0405994540729298,435.99999999999994,76.22323827346497,0.9430214306999529,0.9819819819819819,3.650431058149983
ID2322,2322,1,433.0,70.66608996539793,1645.5722798923491,0.0,122.0,122,11.746801082025407,1,,253.22505800464037,255.0,0.0,255.0,109140.0,21.22510412353172,0.9892178953631947,11.865784380572729,0.08897718231995244,-0.07236329436223035,12.069444827049317,11.743229394753813,-1.3623236517128194,1.0277790223906584,433.5,75.72046639314156,0.95010675373946,0.9852272727272727,3.636794230367816
ID2328,2328,1,433.0,70.22657450076805,1632.9297235023041,0.0,123.0,123,11.753573524837677,1,,252.64434180138568,255.0,0.0,255.0,109395.0,24.423786819135792,0.9907405427367791,10.296078509700584,0.020051354773343723,0.06515217365578076,12.083524815253702,11.833282455294462,1.6926648161383735,1.0211473326107647,434.0,76.6733899995235,0.9277057807770187,0.9807909604519772,3.680440495957444
ID2324,2324,1,440.0,70.06777395952653,1620.578274150439,0.0,124.0,124,11.78737737239394,1,,253.24137931034483,255.0,0.0,255.0,110160.0,21.12774701537411,0.9847382879516677,11.894030678927079,-0.09038936040336719,0.058409061002624746,12.03481169791708,11.890318281627106,1.0087367846805757,1.0121521907881343,436.5000000000001,77.51753272249327,0.9128390903848818,0.9776035834266521,3.710289670268768
ID2325,2325,1,443.0,69.66010498687665,1608.5839895013123,0.0,125.0,125,11.894904136170874,1,,250.97065462753952,255.0,0.0,255.0,111180.0,31.836069732236833,0.9924094575075262,7.853184336089331,0.012807574228893118,0.032284032700295666,12.045995224250712,11.952304554948318,1.3963294607241123,1.0078387116787118,444.5,78.06428148920735,0.9165937588384626,0.9758507135016464,3.702682590725675
ID2327,2327,1,441.0,69.52199469093668,1596.925862722791,0.0,126.0,126,11.82781446328002,1,,253.8382687927107,255.0,0.0,255.0,111435.0,17.19200708173328,0.9924098278033713,14.708652667889751,0.008634587910941748,-0.006516407846774311,12.162541769271208,11.759372541887247,-0.8790314571994163,1.0342849268485932,439.50000000000006,77.97126107747975,0.9084470660613037,0.972345132743363,3.7192478333649373
ID2326,2326,1,447.0,69.16891891891892,1585.662162162162,0.0,127.0,127,11.888212206450685,1,,252.13483146067415,255.0,0.0,255.0,112200.0,26.90791395828396,0.9909299363057326,9.327597196911508,0.06478771507907653,-0.004251238150615506,12.108275102284502,11.898756060952214,2.05398966062509,1.0176084827908911,444.00000000000006,77.85761806020727,0.9204296668041309,0.9790518191841237,3.694959035604495
ID2334,2334,1,432.0,68.9455938697318,1575.1402298850576,0.0,128.0,128,11.767106717028996,1,,252.6551724137931,255.0,0.0,255.0,109905.0,24.367968127234658,0.9892307692307694,10.312199811234564,-0.07246712956128527,-0.03294624936593168,11.999235475878727,11.798902077586295,2.5615580091673116,1.0169789864323897,435.0,78.11343686958868,0.8958754341948627,0.9786276715410575,3.745252633186312
ID2330,2330,1,437.0,68.5,1564.5644546147978,0.0,129.0,129,11.794126515444734,1,,251.4908256880734,255.0,0.0,255.0,109650.0,29.741451521857318,0.9892304272189307,8.410123138750556,0.07943465155336997,-0.009078518135673336,11.988684710287362,11.841179307650393,1.4302257163889138,1.0124569858123564,437.0,76.02206665953211,0.950193286330661,0.9853438556933484,3.6366286280645226
ID2329,2329,1,449.0,68.12063845582777,1554.601707498144,0.0,130.0,130,11.954962939989485,1,,253.29621380846325,255.0,0.0,255.0,113730.0,20.797257050181617,0.9940387481371088,12.14289821449835,0.11491102759665256,0.08582540760395742,12.166350079876796,12.034560040916706,1.8503555064747754,1.010950964431771,449.00000000000006,78.08601854984538,0.9253577058168785,0.9868131868131869,3.6851070561811703
ID2332,2332,1,442.0,67.92900188323917,1545.162900188324,0.0,131.0,131,11.868113777527048,1,,253.85135135135135,255.0,0.0,255.0,112710.0,17.095151926458396,0.9924614796892907,14.793135531164692,0.12561311542297174,-0.05066550692976461,12.213207611284556,11.825572491169641,1.7037206162030645,1.0327793957040448,442.4999999999999,79.13662012737339,0.8879083563306078,0.9725274725274724,3.7620179238240397
ID2331,2331,1,438.0,67.52517162471396,1535.741037376049,0.0,132.0,132,11.79412651544473,1,,254.41108545034643,255.0,0.0,255.0,110160.0,12.25451794897139,0.9818178000797833,20.570126902598012,0.07803194979366519,0.035315736957332894,12.166377524293871,11.666955555064547,1.3079641391132673,1.042806537392913,436.99999999999983,77.37442131992961,0.9172684861334545,0.9787234042553187,3.7013205246334966
ID2333,2333,1,443.0,67.13646532438479,1527.2263236390752,0.0,133.0,133,11.928307471060362,1,,249.29530201342283,255.0,0.0,255.0,111435.0,37.75371630013923,0.995433789954338,6.588088712576564,-8.656153355274639E-4,-0.012897117644321311,12.33859589195659,11.778588531109095,-1.2325529151636458,1.0475445219406747,447.00000000000006,79.09705767242478,0.8978354109971656,0.980263157894737,3.741162452118717
ID2336,2336,1,434.0,66.7540415704388,1518.6220169361047,0.0,134.0,134,11.740024732409271,1,,253.82217090069284,255.0,0.0,255.0,109905.0,17.310435407001787,0.9861751152073733,14.56089470457686,0.022391081291759384,0.005929921608788085,12.318942133124317,11.4762579842292,-1.468039650644199,1.073428477300976,433.0,79.11227646787793,0.8693807049227669,0.9632925472747494,3.8018933802337247
ID2335,2335,1,442.0,66.35505617977527,1510.5992509363296,0.0,135.0,135,11.90159230320829,1,,251.00671140939596,255.0,0.0,255.0,112200.0,31.69526212156355,0.9924190388969447,7.889243959257259,0.08236171100707412,0.018808401774179046,12.349174360500635,11.687440715617308,1.4438252237414462,1.056619208686046,444.9999999999999,76.90882622686375,0.9454041589599128,0.9866962305986694,3.6458280148265656
